ticker,name,lei,cik
FIEU,Sidhu Special Purpose Capital Corp,,
FIF,First Trust Energy Infrastructure Fund,549300U01UTSY4XHYP86,0001513789
FIG,Fortress Investment Group LLC,VZ3406RQQDQ6P5Q17K28,0001380393
FIGY,Barclays ETN+ FI Enhanced Glb Hi Yld,,
FIHD,UBS AG FI Enhanced Global High Yield ETN,,
FII,Federated Investors Inc,R05X5UQ874RGFF7HHD84,0001056288
FINL,Finish Line Inc,,0000886137
FIS,Fidelity National Information Services Inc,6WQI0GK1PRFVBA061U48,0001136893
FISH,Azure Midstream Partners LP ,549300C3Z3O6MJJSYA03,0001575599
FISI,Financial Institutions Inc,,0000862831
FISK,Empire State Realty OP LP,,
FISV,Fiserv Inc,GI7UBEJLXYLGR2C7GV83,0000798354
FIT,Fitbit Inc,549300GYQQ375BZPXK02,0001447599
FITB,Fifth Third Bancorp,THRNG6BD57P9QWTQLG42,0000035527
FIVE,Five Below Inc,,0001177609
FIVN,Five9 Inc,,0001288847
FIX,Comfort Systems USA Inc,,0001035983
FIZZ,National Beverage Corp,549300O9MZIQJI8TGV17,0000069891
FL,Foot Locker Inc,549300X383CBNP6MTV94,0000850209
FLAT,iPath US Treasury Flattener ETN,,
FLC,Flaherty & CrumrineTotal Return Fund,,0001245648
FLDM,Fluidigm Corp,549300GX8Y96GSB6YP89,0001162194
FLEX,Flextronics International Ltd,549300EAQH74YHD07T53,0000866374
FLGE,Credit Suisse FI Large Cap Gr Enh ETN,,
FLGT,Fulgent Genetics Inc,,0001674930
FLIC,First of Long Island Corp,WO4YNEKNSZNVVA7Q7C46,0000740663
FLIR,FLIR Systems Inc,VOBD35NEPH6WISIRTJ85,0000354908
FLKS,Flex Pharma Inc,549300CLUMLZXIHU7X22,0001615219
FLL,Full House Resorts Inc,5493009DKIWW0H901Y82,0000891482
FLML,Flamel Technologies SA,,0001012477
FLO,Flowers Foods Inc,7YNCQQNDK8FBM9BBTK25,0001128928
FLOW,SPX FLOW Inc,,0001641991
FLR,Fluor Corp,CQ7WZ4NOFWT7FAE6Q943,0001124198
FLS,Flowserve Corp,6Y0GK87T6V7NJKZJVM41,0000030625
FLT,Fleetcor Technologies Inc,549300DG6RR0NQSFLN74,0001175454
FLTX,Fleetmatics Group PLC,,0001526160
FLWS,1-800-Flowers.Com Inc,,0001084869
FLXN,Flexion Therapeutics Inc,549300X8HYW1HZKCDG90,0001419600
FLXS,Flexsteel Industries Inc,,0000037472
FLY,FLY Leasing Ltd,549300LI58A0MHGHTZ98,0001407298
FMBH,First Mid-Illinois Bancshares Inc,,0000700565
FMBI,First Midwest Bancorp Inc,7XRS7ORI584PF41IVU88,0000702325
FMC,FMC Corp,CKDHZ2X64EEBQCSP7013,0000037785
FMD,First Marblehead Corp,,0001262279
FMER,FirstMerit Corp,,0000354869
FMI,Foundation Medicine Inc,,0001488613
FMLP,UBS ETRACS Wells Fargo MLP Ex-Energy ETN,,
FMN,Federated Premier Municipal Income Fund,,
FMNB,Farmers National Banc Corp,,0000709337
FMO,Fiduciary/Claymore MLP Opportunity Fund,4CX5UKZQ9CZKIVNYQ181,0001305197
FMS,Fresenius Medical Care AG & Co KGaA,,0001019600
FMSA,Fairmount Santrol Holdings Inc,549300EX7P2D32KXB814,0001010858
FMX,Fomento Economico Mexicano SAB de CV,,0001061736
FMY,First Trust Mortgage Income Fund,549300DJXDU5IDLS9H81,0001319183
FN,Fabrinet,5493004TETZ6IYF7CV44,0001408710
FNB,F.N.B. Corp,PCYSKIGYNYFDTBLVZU83,0000037808
FNBC,First NBC Bank Holding Co,549300GOJWUWKLTNFL07,0001496631
FNF,Fidelity National Financial Inc,549300CAZYIH39SYQ287,0001331875
FNFG,First Niagara Financial Group Inc,W4U8KD36H4XNDYC19F59,0001051741
FNGN,Financial Engines Inc,,0001430592
FNHC,Federated National Holding Co,,0001069996
FNJN,Finjan Holdings Inc,,0001366340
FNLC,First Bancorp Inc,,0000765207
FNRG,ForceField Energy Inc ,,0001407268
FNSR,Finisar Corp,,0001094739
FNTC,FinTech Acquisition Corp,5493004JO64U6THNBW32,0001614818
FNV,Franco Nevada Corp,,0001456346
FNWB,First Northwest Bancorp,,0001556727
FOE,Ferro Corp,1YTO5R7OHOPE81ZNYD08,0000035214
FOF,Cohen & Steers Closed-End Opportunity Fund,,
FOGO,Fogo De Chao Inc,549300MOPGNZTXUHVM05,0001627487
FOIL,iPath Pure Beta Aluminum ETN,,
FOLD,Amicus Therapeutics Inc,,0001178879
FOMX,Foamix Pharmaceuticals Ltd,5493002Q77A4N554AD44,0001606645
FONR,Fonar Corp,,0000355019
FOR,Forestar Group Inc,549300BC2UB0GHV60V70,0001406587
FORD,Forward Industries Inc,,0000038264
FORK,Fuling Global Inc,,0001637921
FORM,FormFactor Inc,549300YCEEO6SZD1ZR61,0001039399
FORR,Forrester Research Inc,,0001023313
FORTY,Formula Systems 1985 Ltd,,0001045986
FOSL,Fossil Group Inc,DDMY8YZ6L8UEMS1FDM73,0000883569
FOXA,Twenty-First Century Fox Inc,5493006FBVCBN6H1JG79,0001308161
FOXF,Fox Factory Holding Corp,,0001424929
FPAY,FlexShopper Inc,,0001397047
FPF,First Trust Intermediate Duration Preferred & Income Fund,,0001567569
FPI,Farmland Partners Inc,549300LB188CHPZ4IL37,0001591670
FPL,First Trust New Opps MLP & Energy Fund,,0001589420
FPO,First Potomac Realty Trust,,0001254595
FPP,FieldPoint Petroleum Corp,549300TRYLWV2TTROO89,0000316736
FPRX,Five Prime Therapeutics Inc,549300Z652HXXGMB7V71,0001175505
FPT,Federated Premier Intermediate Municipal Income Fund,,
FR,First Industrial Realty Trust Inc,,0000921825
FRA,BlackRock Floating Rate Income Strategies Fund Inc,,
FRAN,Francesca's Holdings Corp,,0001399935
FRBA,First Bank,,
FRBK,Republic First Bancorp Inc,,0000834285
FRC,First Republic Bank,YWC0TIKBQM2JV8L4IV08,0001132979
FRD,Friedman Industries Inc,,0000039092
FRED,Fred's Inc,,0000724571
FREE,FreeSeas Inc ,,0001325159
FRGI,Fiesta Restaurant Group Inc,,0001534992
FRM,Furmanite Corp ,,0000054441
FRME,First Merchants Corp,TZTBT0OTGQ2FEK6XMX94,0000712534
FRO,Frontline Ltd,,0000913290
FRP,FairPoint Communications Inc,549300INHWR4EW4EAU11,0001062613
FRPH,FRP Holdings Inc,549300CONREOD6V7PO98,0000844059
FRPT,Freshpet Inc,549300S4ZK8ZQ6HNPN59,0001611647
FRS,Frisch's Restaurants Inc ,,0000039047
FRSH,Papa Murphy's Holdings Inc,549300VNE0ECRV760D98,0001592379
FRT,Federal Realty Investment Trust,549300LI6XZ51GOCJ427,0000034903
FRTA,Forterra Inc,,0001678463
FSAM,Fifth Street Asset Management Inc,,0001611988
FSB,Franklin Financial Network Inc,,0001407067
FSBC,FSB Community Bankshares Inc,,0001074078
FSBK,First South Bancorp Inc,,0001027183
FSBW,FS Bancorp Inc,,0001530249
FSC,Fifth Street Finance Corp,549300J6MGCEU5928620,0001414932
FSD,First Trust High Inc Long/Short Fund,JUEVI6DHENZLPUBV7E49,0001494530
FSFG,First Savings Financial Group Inc,,0001435508
FSFR,Fifth Street Senior Floating Rate Corp,5493005B6R76YRZJXB89,0001577791
FSGI,First Security Group Inc ,,0001138817
FSI,Flexible Solutions International Inc,,0001069394
FSIC,FS Investment Corp ,,0001422183
FSL,Freescale Semiconductor Ltd ,,0001392522
FSLR,First Solar Inc,549300NPYMLM4NHTOF27,0001274494
FSM,Fortuna Silver Mines Inc,,0000037914
FSNN,Fusion Telecommunications International Inc,,0001071411
FSP,Franklin Street Properties Corp,,0001031316
FSS,Federal Signal Corp,549300RTXZRPTNP6G884,0000277509
FSTR,L.B. Foster Co,549300AUUJGJ2T2L2179,0000352825
FSV,FirstService Corp,,0001637810
FSYS,Fuel Systems Solutions Inc ,,0001340786
FT,Franklin Universal,,0000833040
FTAI,Fortress Transportation and Infrastructure Investors LLC,,0001590364
FTD,FTD Companies Inc,549300JF2HFU5KRRXZ81,0001575360
FTEK,Fuel Tech Inc,,0000846913
FTEO,FRONTEO Inc,,
FTF,Franklin Limited Duration Income Trust,,
FTI,FMC Technologies Inc,EMQFUEY7DV1MVNKAUT87,0001135152
FTK,Flotek Industries Inc,549300TF60OEK4FPPC44,0000928054
FTNT,Fortinet Inc,549300O0QJWDBAS0QX03,0001262039
FTR,Frontier Communications Corp,,0000020520
FTS,Fortis Inc,,0001058084
FTT,Federated Enhanced Treasury Income Fund,,
FTV,Fortive Corp,,0001659166
FUD,UBS ETRACS CMCI Food Total Return ETN,,
FUE,ELEMENTS MLCX Biofuels Exch Ser TR ETN,,
FUEL,Rocket Fuel Inc,549300X5KTAU1EN1AZ16,0001477200
FUL,HB Fuller Co,JSMX3Z5FOYM8V0Q52357,0000039368
FULL,Full Circle Capital Corp,549300MY8BZ76DL0G234,0001490013
FULT,Fulton Financial Corp,5493005QLZ6O1BNC0C11,0000700564
FUN,Cedar Fair LP,549300TUVLNQQ6BVKH61,0000811532
FUNC,First United Corp,,0000763907
FUND,Sprott Focus Trust Inc.,,0000825202
FUR,Winthrop Realty Trust Inc,,0000037008
FVE,Five Star Quality Care Inc,,0001159281
FWM,Fairway Group Holdings Corp ,,0001555492
FWP,Forward Pharma A/S,54930057YYF35PR5NQ33,0001604924
FWRD,Forward Air Corp,,0000912728
FWV,First West Virginia Bancorp Inc ,,0000037049
FXCB,Fox Chase Bancorp Inc ,,0001359111
FXCM,FXCM Inc,,0001499912
FXEN,FX Energy Inc ,,0000907649
G,Genpact Ltd,,0001398659
GAB,Gabelli Equity Trust,,0000794685
GABC,German American Bancorp Inc,5493002JDOI3GTNVUD76,0000714395
GAI,Global-Tech Advanced Innovations Inc ,,0001057708
GAIA,Gaiam Inc,,0001089872
GAIN,Gladstone Investment Corp,549300HFFTVIBC98Z362,0001321741
GALE,Galena Biopharma Inc,549300VZIH50VYURLQ98,0001390478
GALT,Galectin Therapeutics Inc,,0001133416
GAM,General American Investors Co. Inc.,,0000040417
GAME,Shanda Games Ltd ,,0001470157
GARS,Garrison Capital Inc,,0001509892
GAS,AGL Resources Inc ,549300ZW53G2TUFW5T39,0001004155
GASS,StealthGas Inc,,0001328919
GAZ,iPath Bloomberg Natural Gas SubTR ETN,,
GB,Greatbatch Inc ,C59TZ5M84XYPM9PQ3G72,0001114483
GBAB,Guggenheim Build America Managed Duration,O7RPTBV08XOX3ZU53L78,0001495825
GBB,iPath GBP/USD Exchange Rate ETN,,
GBCI,Glacier Bancorp Inc,,0000868671
GBDC,Golub Capital BDC Inc,,0001476765
GBIM,GlobeImmune Inc,,0001245104
GBL,GAMCO Investors Inc,51A2MDO9SJ2HTOSMLZ76,0001060349
GBLI,Global Indemnity PLC,,0001494904
GBLIZ,Global Indemnity PLC,,
GBNK,Guaranty Bancorp,5493009U8SK04U8KEC62,0001324410
GBR,New Concept Energy Inc,,0000105744
GBSN,Great Basin Scientific Inc,549300SNKBHQD1IZO097,0001512138
GBT,Global Blood Therapeutics Inc,549300U4G0QKK99GRT15,0001629137
GBX,Greenbrier Companies Inc,5493001GAGGFR30BP390,0000923120
GCA,Everi Holdings Inc,,0001318568
GCAP,GAIN Capital Holdings Inc,5493003NZPPKMB17WX19,0001444363
GCBC,Greene County Bancorp Inc,,0001070524
GCE,Claymore CEF GS Connect ETN,,
GCH,Aberdeen Greater China Fund,,0000887546
GCI,Gannett Co Inc,549300S74UKH4O12NI89,0001635718
GCO,Genesco Inc,549300VY2Q511P1K5P56,0000018498
GCP,GCP Applied Technologies Inc,,0001644440
GCV,Gabelli Convertible & Income Securities,,0000845611
GD,General Dynamics Corp,9C1X8XOOTYY2FNYTVH06,0000040533
GDDY,GoDaddy Inc,,0001609711
GDEF,Global Defense & National Security Systems Inc ,,0001471038
GDF,Western Asset Global Partners Income Fund Inc,5493002B8NY1RTO7GD87,0000911638
GDL,Gabelli Global Deal Fund,,
GDO,Western Asset Global Corporate Defined Opportunity Fund,5493006E69SZBMSGUS66,0001472341
GDOT,Green Dot Corp,,0001386278
GDP,Goodrich Petroleum Corp ,5493000G2GU65EVWSF15,0000943861
GDS,GDS Holdings Ltd,,
GDV,Gabelli Dividend & Income Trust,,0001260729
GE,General Electric Co,3C7474T6CDKPR9K6YT90,0000040545
GEB,General Electric Capital Corporation,,0000040554
GECC,Great Elm Capital Corp,,
GEF,Greif Inc,54930070FVGKR0Z1FI24,0000043920
GEL,Genesis Energy LP,549300VJ5D6MDK138782,0001022321
GEMP,Gemphire Therapeutics Inc,,0001128749
GEN,Genesis Healthcare Inc,549300Z1J6S3Q8CY1F48,0001351051
GENC,Gencor Industries Inc,,0000064472
GENE,Genetic Technologies Ltd,,0001166272
GEO,Geo Group Inc,5493003VOR6NTY465495,0000923796
GEOS,Geospace Technologies Corp,,0001001115
GEQ,Guggenheim Equal Weighted Enhanced Equity Income Fund,549300KR0CUAKMQRZH24,0001526104
GER,Goldman Sachs MLP and Energy Renaissance Fund,,
GERN,Geron Corp,,0000886744
GES,Guess? Inc,549300QVH3ZK2DW0KP86,0000912463
GEVA,Synageva BioPharma Corp ,,0000911326
GEVO,Gevo Inc,549300IV6EW4O1OJD686,0001392380
GF,New Germany Fund Inc.,,0000858706
GFA,Gafisa SA,,0001389207
GFED,Guaranty Federal Bancshares Inc,,0001046203
GFF,Griffon Corp,5493000C2SGNC7ZN3242,0000050725
GFI,Gold Fields Ltd,,0001172724
GFIG,Gfi Group Inc ,SMKBZZQY7Q8IGJB2CR62,0001292426
GFN,General Finance Corp,549300CD2YOVXZVE6R39,0001342287
GFY,Western Asset Variable Rate Strategic Fund Inc,549300X81BNRSZYKAG98,0001299393
GG,Goldcorp Inc,I2YOHH65IBBT53JFYQ52,0000919239
GGAC,Garnero Group Acquisition Co,,0001603969
GGAL,Grupo Financiero Galicia SA,,0001114700
GGB,Gerdau SA,,0001073404
GGE,Guggenheim Enhanced Equity Strategy Fund,549300VGXCNX3I9B1Y54,0001267890
GGG,Graco Inc,4T5VJ4S81BRT6Q7GGT78,0000042888
GGM,Guggenheim Credit Allocation Fund,,0001551949
GGN,"GAMCO Global Gold, Natural Resources & Income Trust",,
GGO,Gabelli Go Anywhere Trust,,
GGP,General Growth Properties Inc,NVLOUZ65ZSA4BVEU3591,0001496048
GGT,The Gabelli Multimedia Trust Inc.,8B48B6VEL86XSAPNEF03,0000921671
GGZ,The Gabelli Global Small & Mid Cap Value Trust,,
GHC,Graham Holdings Co,,0000104889
GHDX,Genomic Health Inc,,0001131324
GHI,"Global High Income Fund, Inc.",,
GHL,Greenhill & Co Inc,,0001282977
GHM,Graham Corp,,0000716314
GHY,Prudential Global Short Duration High Yield Fund,,
GI,EndoChoice Holdings Inc,,0001623919
GIB,CGI Group Inc,549300WSRCZY73ZG3090,0001061574
GIFI,Gulf Island Fabrication Inc,,0001031623
GIG,GigPeak Inc,,0001432150
GIGA,Giga-tronics Inc,,0000719274
GIGM,Giga Media Ltd,549300Q31RWVWZKE4D67,0001105101
GIII,G-III Apparel Group Ltd,,0000821002
GIL,Gildan Activewear Inc,549300SB3IBI34M00Z45,0001061894
GILD,Gilead Sciences Inc,549300WTZWR07K8MNV44,0000882095
GILT,Gilat Satellite Networks Ltd,,0000897322
GIM,Templeton Global Income Fund,,0000828803
GIMO,Gigamon Inc,5493000R61KI7LN11029,0001484504
GIS,General Mills Inc,2TGYMUGI08PO8X8L6150,0000040704
GJH,Strats Trust US Cellular,,0001286405
GJO,Strats SM Trust for Wal Mart Stores Inc Securities Series 2005-4,,0001340909
GJP,STRATS SM Trust for Dominion Resources Inc Securities Series 2005-6,,0001343491
GJR,Strats SM Trust for Procter & Gamble Securities Series 2006-1,,0001353226
GJS,STRATSSM Certificates series supplement 2006-2 Trust,,0001140396
GK,G&K Services Inc,549300GGN7VND8VL5V29,0000039648
GKNT,Geeknet Inc ,,0001096199
GKOS,Glaukos Corp,,0001192448
GLAD,Gladstone Capital Corp,549300AWMOT9JR1SIJ74,0001143513
GLBL,TerraForm Global Inc,5493001YH2EUGG3YP023,0001620702
GLBS,Globus Maritime Ltd,,0001499780
GLBZ,Glen Burnie Bancorp,,0000890066
GLDC,Golden Enterprises Inc,,0000042228
GLDD,Great Lakes Dredge & Dock Corp,549300H65E3MZ1CX0P05,0001372020
GLDI,Credit Suisse X-Links Gold Cov Call ETN,,0001004570
GLF,GulfMark Offshore Inc,,0001030749
GLMD,Galmed Pharmaceuticals Ltd,,0001595353
GLNG,Golar LNG Ltd,,0001207179
GLO,Clough Global Opportunities Fund,,0001350869
GLOB,Globant SA,,0001009463
GLOG,GasLog Ltd,,0001534126
GLOP,GasLog Partners LP,,0001598655
GLOW,Glowpoint Inc ,,0000746210
GLP,Global Partners LP,,0001323468
GLPG,Galapagos NV,549300QKJ78IY0IOV655,0001421876
GLPI,Gaming and Leisure Properties Inc,5493006GWRDBCZYWTM57,0001575965
GLPW,Global Power Equipment Group Inc ,CTDK3GGI58CIT29OJ228,0001136294
GLQ,Clough Global Equity Fund,,0001316463
GLRE,Greenlight Capital Re Ltd,,0001385613
GLRI,Glori Energy Inc,549300RDK0ZFJ5M5GR87,0001597131
GLT,P H Glatfelter Co,549300LDQLQBT38QDY28,0000041719
GLU,Gabelli Global Utility & Income Trust,549300Y9IKVB1DQ6Z097,0001282957
GLUU,Glu Mobile Inc,,0001366246
GLV,Clough Global Dividend and Income Fund,,
GLW,Corning Inc,549300X2937PB0CJ7I56,0000024741
GLYC,GlycoMimetics Inc,549300TZ84FFU2J2J459,0001253689
GM,General Motors Co,54930070NSV60J38I987,0001467858
GMAN,Gordmans Stores Inc,,0001490636
GMCR,Keurig Green Mountain Inc ,,0000909954
GME,GameStop Corp,549300505KLOET039L77,0001326380
GMED,Globus Medical Inc,,0001237831
GMK,Gruma SAB de CV ,5493000XJLJ6C4T0PG82,0001053947
GMLP,Golar LNG Partners LP,,0001415916
GMO,General Moly Inc,,0001275229
GMRE,Global Medical REIT Inc,549300HFRIPQDYU3GU60,0001533615
GMS,GMS Inc,,0001600438
GMT,GATX Corp ,549300IHYHCQP2PIR591,0000040211
GNBC,Green Bancorp Inc,549300YIAJ7MI1E65N94,0001606363
GNC,GNC Holdings Inc,,0001502034
GNCA,Genocea Biosciences Inc,,0001457612
GNCMA,General Communication Inc,,0000808461
GNE,Genie Energy Ltd,,0001528356
GNK,Genco Shipping & Trading Ltd,5493003MBZ5GU8QHXZ58,0001326200
GNL,Global Net Lease Inc,,0001526113
GNMK,GenMark Diagnostics Inc,,0001487371
GNRC,Generac Holdings Inc,,0001474735
GNRT,Gener8 Maritime Inc,549300P933VEWB4JOP82,0001443799
GNT,GAMCO Natural Resources Gold & Income Trust,,
GNTX,Gentex Corp,549300S3UD8XV1MN0287,0000355811
GNUS,Genius Brands International Inc,,0001355848
GNVC,GenVec Inc,,0000934473
GNW,Genworth Financial Inc,PXDECZED7L8SRUP41R09,0001276520
GOF,Guggenheim Strategic Opportunities Fund,549300ZOXRKM68J8NB63,0001380936
GOGL,Golden Ocean Group Ltd,,0001029145
GOGO,Gogo Inc,,0001537054
GOL,Gol Linhas Aereas Inteligentes SA,,0001291733
GOLD,Randgold Resources Ltd,,0001175580
GOLF,Acushnet Holdings Corp,,0001672013
GOMO,Sungy Mobile Ltd ,549300119UB8W7FVMP03,0001584133
GOOD,Gladstone Commercial Corp,,0001234006
GOOGL,Alphabet Inc,,0001652044
GORO,Gold Resource Corp,,0001160791
GOV,Government Properties Income Trust,,0001456772
GOVN,Government Properties Income Trust,,
GOVNI,Government Properties Income Trust,,
GPACU,Global Partner Acquisition Corp,,0001643953
GPC,Genuine Parts Co,,0000040987
GPI,Group 1 Automotive Inc,549300US8QAZJLWYAF63,0001031203
GPIA,GP Investments Acquisition Corp,,0001635282
GPIC,Gaming Partners International Corp,,0000918580
GPK,Graphic Packaging Holding Co,,0001408075
GPL,Great Panther Silver Ltd,549300PO9D74E3VD7K26,0001300050
GPM,Guggenheim Enhanced Equity Income,54930067HNVZR2F1S119,0001310709
GPN,Global Payments Inc,,0001123360
GPOR,Gulfport Energy Corp,549300FJX18IDUFPHD40,0000874499
GPP,Green Plains Partners LP,549300RTI0PBG5HI4Z38,0001635650
GPRE,Green Plains Inc,VJ5WLTHARBSDR14KIZ98,0001309402
GPRK,GeoPark Ltd ,,0001464591
GPRO,GoPro Inc,549300CQJMLT21SZFL16,0001500435
GPS,Gap Inc,T2ZG1WRWZ4BUCMQL9224,0000039911
GPX,GP Strategies Corp,,0000070415
GRA,W. R. Grace & Co,,0001045309
GRAM,Grana y Montero SAA,,0001572621
GRBK,Green Brick Partners Inc,549300R7SCIV7FQI6T56,0001373670
GRC,Gorman-Rupp Co,,0000042682
GRF,"Eagle Capital Growth Fund, Inc.",,
GRFS,Grifols SA,959800HSSNXWRKBK4N60,0001438569
GRH,Greenhunter Resources Inc ,,0001410056
GRIF,Griffin Industrial Realty Inc,549300R8UPDF52PO7C86,0001037390
GRMN,Garmin Ltd,,0001121788
GRN,iPath Global Carbon ETN,,
GRO,Agria Corp,,0001413257
GROW,U.S. Global Investors Inc,,0000754811
GRP,Granite Real Estate Investment Trust ,549300U7HUKRB4S4KZ73,0001252509
GRPN,Groupon Inc,,0001490281
GRR,The Asia Tigers Fund Inc,,0000912729
GRSH,Gores Holdings Inc,,0001655506
GRSHU,Gores Holdings Inc,,0001644406
GRU,ELEMENTS MLCX Grains TR ETN,,
GRUB,GrubHub Inc,,0001594109
GRVY,Gravity Co Ltd,,0001313310
GRWN,iPath Pure Beta Softs ETN,,
GRX,Gabelli Healthcare & WellnessRx Trust,549300XULWZNLHFTG832,0001391437
GS,Goldman Sachs Group Inc,784F5XWPLTWKTBV3E584,0000886982
GSAT,Globalstar Inc,,0001366868
GSB,GlobalSCAPE Inc,,0001112920
GSBC,Great Southern Bancorp Inc,,0000854560
GSBD,Goldman Sachs BDC Inc,6D01AGSGBNZIJSN77043,0001572694
GSC,GS Connect S&P GSCI Enh Commodity TR ETN,,
GSF,"The Goldman Sachs Group, Inc.",,0001038914
GSH,Guangshen Railway Co Ltd,,0001012139
GSI,General Steel Holdings Inc,5493008ZKBIR02ICY091,0001239188
GSIG,GSI Group Inc ,,0001076930
GSIT,GSI Technology Inc,,0001126741
GSK,GlaxoSmithKline PLC,5493000HZTVUYLO1D793,0001131399
GSL,Global Ship Lease Inc,,0001430725
GSM,Ferroglobe PLC,5493004X2246YR1M2140,0001383571
GSOL,Global Sources Ltd,,0001110650
GSP,iPath S&P GSCI Total Return ETN,,
GSS,Golden Star Resources Ltd,,0000903571
GST,Gastar Exploration Inc,UIHQXRGJS4GX0VI84546,0001431372
GSUM,Gridsum Holding Inc,,0001647338
GSV,Gold Standard Ventures Corp,,
GSVC,GSV Capital Corp,,0001509470
GT,Goodyear Tire & Rubber Co,5493002BI0S2ZQUY3437,0000042582
GTE,Gran Tierra Energy Inc,549300IH2S17MAIUCM32,0001273441
GTI,GrafTech International Ltd ,549300GY32W00XP57351,0000931148
GTIM,Good Times Restaurants Inc,,0000825324
GTLS,Chart Industries Inc,EM7QGKC1GYOF3LSZSL80,0000892553
GTN,Gray Television Inc,,0000043196
GTS,Triple-S Management Corp,,0001171662
GTT,GTT Communications Inc,549300ETSL7K1ZX05H30,0001315255
GTU,Central GoldTrust ,,
GTWN,Georgetown Bancorp Inc,,0001542299
GTXI,GTX Inc,,0001260990
GTY,Getty Realty Corp,,0001052752
GTYH,GTY Technology Holdings Inc,,
GTYHU,GTY Technology Holdings Inc,,
GUA,Gulf Power Co,BLVY3B5CY5IDPCFLQ577,0000044545
GUID,Guidance Software Inc,,0001375557
GULTU,Gulf Coast Ultra Deep Royalty Trust,549300LVVWU3NPP3DF95,0001565146
GURE,Gulf Resources Inc,,0000885462
GUT,Gabelli Utility Trust,549300TMXE7MFFNTOM48,0001080720
GV,Goldfield Corp,,0000042316
GVA,Granite Construction Inc,549300OM4BWMCIXVCZ39,0000861459
GVP,GSE Systems Inc,54930082DOCQ7IC63U31,0000944480
GWB,Great Western Bancorp Inc,5493004X4OTHDTFBHI90,0001613665
GWGH,GWG Holdings Inc,549300WBXPV39HBYVV60,0001522690
GWPH,GW Pharmaceuticals PLC,,0001351288
GWR,Genesee & Wyoming Inc,G617XSG94Z7G0RMW3L02,0001012620
GWRE,Guidewire Software Inc,549300WXSG0J8IXZCK32,0001528396
GWRS,Global Water Resources Inc,,0001434728
GWW,W W Grainger Inc,549300TWZSP6O1IH2V34,0000277135
GXP,Great Plains Energy Inc,5493001U44U18AGEVX50,0001143068
GY,Aerojet Rocketdyne Holdings Inc,549300VULNLWHE8QWI76,0000040888
GYB,Corporate Asset Backed Corp,,0001289838
GYC,Corporate Asset Backed Corp,,0000916791
GYRO,Gyrodyne LLC,,0001589061
GZT,Gazit Globe Ltd,,0001379009
H,Hyatt Hotels Corp,T27JQIMTYSH41TCD5186,0001468174
HA,Hawaiian Holdings Inc,,0001172222
HABT,Habit Restaurants Inc,549300JJYD5I17WUYL21,0001617977
HAE,Haemonetics Corp,549300ZEL6TXZS6F5F95,0000313143
HAFC,Hanmi Financial Corp,,0001109242
HAIN,Hain Celestial Group Inc,5493000S8QXWHLIXDP75,0000910406
HAL,Halliburton Co,ENYF8GB5SMQZ25S06U51,0000045012
HALL,Hallmark Financial Services Inc,549300QVZIZ17RUE4C20,0000819913
HALO,Halozyme Therapeutics Inc,,0001159036
HAR,Harman International Industries Inc,1VWDHRIRERCQ5D5M5681,0000800459
HART,Harvard Apparatus Regenerative Technology Inc ,,0001563665
HAS,Hasbro Inc,549300NUB6D2R1ITYR45,0000046080
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,,0001561894
HAWK,Blackhawk Network Holdings Inc,549300LFU3K8UIR03132,0001411488
HAYN,Haynes International Inc,549300I9MS5UZLRFDO40,0000858655
HBAN,Huntington Bancshares Inc,,0000049196
HBCP,Home Bancorp Inc,,0001436425
HBHC,Hancock Holding Co,549300GRNBWY8HIICT41,0000750577
HBI,HanesBrands Inc,GX5LWVWZLL5S4W1L2F20,0001359841
HBIO,Harvard Bioscience Inc,549300VLGB1D47GGC642,0001123494
HBK,Hamilton Bancorp Inc,,0001551739
HBM,HudBay Minerals Inc,549300XKYRPJ5NQCYC63,0001322422
HBMD,Howard Bancorp Inc,,0001390162
HBNC,Horizon Bancorp,549300U2OQ2EIT5MXG39,0000706129
HBNK,"Hampden Bancorp, Inc.",,0001375320
HBOS,Heritage Financial Group Inc ,549300Z4QKG8XUZADK20,0001493491
HBP,Huttig Building Products Inc,,0001093082
HCA,HCA Holdings Inc,,0000860730
